Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Aizhan Beauty studio,салон красоты,Ногтевые студии; Визажисты; Эпиляция; Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"проспект Елорда, 6/9 блок 19",,,Нурсая м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+05:00,4.7,10,87088000489,,,,,,https://instagram.com/aizhan.beauty_studio.06,,https://wa.me/77088000489,,,viber://chat/?number=77088000489,,,,47.1149,51.844211,https://2gis.com/firm/70000001092867213,branch
Lady V,салон красоты,Парикмахерские; Ногтевые студии; Визажисты; Оформление бровей и ресниц,"микрорайон Авангард-2, 14",1 этаж,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.8,4,87022021955 (мастер по волосам),87012602128 (Универсальный мастер),,,,,https://instagram.com/lady_v_beauty_salon,,https://wa.me/77022021955,,,,,,,47.094946,51.876811,https://2gis.com/firm/70000001035225861,branch
Салду,парикмахерская,Парикмахерские,"улица Сырым Датова, 35Б",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,87016067953,,,,,,,,https://wa.me/77016067953,,,,,,,47.102284,51.936357,https://2gis.com/firm/70000001040023408,branch
Aru beauty,салон красоты,Парикмахерские; Ногтевые студии,"проспект Азаттык, 60",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,1.4,1,87013244273,,,,,,,,https://wa.me/77013244273,,,,,,,47.093808,51.923082,https://2gis.com/firm/70000001081654766,branch
Жасмин,парикмахерская,Парикмахерские,"улица Каршымбай Ахмедияров, 17В",1 этаж,,Балыкши м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.4,4,87013189267,87011779285 (мужской мастер),87024637271 (мужской мастер),,,,,,https://wa.me/77013189267,https://wa.me/77011779285,https://wa.me/77784803033,,,,,47.075688,51.882964,https://2gis.com/firm/70000001065453065,branch
Akgul nails,,Ногтевые студии; Оформление бровей и ресниц,"проспект Султана Бейбарыса, 17а",2 офис; 3 этаж,,Алмагул м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,,,,,,,,,https://instagram.com/akgul_nails_,,https://wa.me/77083003082,,,,,,,47.118723,51.944916,https://2gis.com/firm/70000001088779645,branch
Dina Kydyrbek,,Оформление бровей и ресниц; Обучение мастеров для салонов красоты,"проспект Азаттык, 61",312 офис; 3 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,,+05:00,,,87054110012,,,,,,https://instagram.com/dina_kydyrbek,,https://wa.me/77054110012,,,,,,,47.097058,51.922861,https://2gis.com/firm/70000001097294915,branch
Lux_nails,студия ногтевого сервиса,Ногтевые студии,"проезд Жасоркен, 2а",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,10,87784640573,,,,,,https://instagram.com/lux_nails_kz,,https://wa.me/77784640573,,,,,,,47.091228,51.903407,https://2gis.com/firm/70000001097839958,branch
Ramses,парикмахерская,Парикмахерские,"микрорайон Авангард-2, 11",,,Авангард-2 м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.9,10,87715749955,,,,,,https://instagram.com/aliatefsayd,,https://wa.me/77715749955,,,,,,,47.09953,51.878128,https://2gis.com/firm/70000001070344353,branch
Ай-керим,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Визажисты; Эпиляция; Перманентный макияж,"микрорайон Алмагуль, 5",1 этаж,,Алмагул м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+05:00,5.0,3,87014494621,,,,,,,,https://wa.me/77014494621,,,,,,,47.120432,51.940563,https://2gis.com/firm/70000001040096063,branch
Айдын,парикмахерская,Парикмахерские,"улица Газиза Жубанова, 23/1",,,Атырау м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,"Пн: 10:00-13:00, 14:00-21:00; Вт: 10:00-13:00, 14:00-21:00; Ср: 10:00-13:00, 14:00-21:00; Чт: 10:00-13:00, 14:00-21:00; Пт: 10:00-13:00, 14:00-21:00; Сб: 10:00-13:00, 14:00-21:00; Вс: 10:00-13:00, 14:00-21:00",+05:00,5.0,6,87782147079,,,,,,https://instagram.com/dostanova79,,https://wa.me/77782147079,,,,,,,47.132374,51.925117,https://2gis.com/firm/70000001090848775,branch
Nail.master.atyrau06,ногтевая студия,Ногтевые студии; Обучение мастеров для салонов красоты,"улица Беймбет Майлин, 83",2 бутик; 2 этаж,,Мясокомбинат м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,9,87024076423,,,,,,https://instagram.com/nail.master.atyrau06,,https://wa.me/77024076423,,,,,,,47.115696,51.94018,https://2gis.com/firm/70000001091842409,branch
Mia bella,салон здоровья и красоты,Ногтевые студии; Косметолог; Массажист,,,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,1,87021717997,,,,,,https://instagram.com/mia_bella_atyrau,,https://wa.me/77021717997,,,,,,,,,https://2gis.com/firm/70000001038512266,branch
New you,салон красоты,Парикмахерские; Эпиляция; Массажист,"улица Кайыргали Смагулов, 56а",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.3,5,87015085309,,,,,,,,https://wa.me/77015085309,,,,,,,47.094184,51.915633,https://2gis.com/firm/70000001066639101,branch
beauty_studio_by_nakypova,студия красоты,Ногтевые студии; Оформление бровей и ресниц; Эпиляция; Массажист,"Муса Баймуханова улица, 61",,,Привокзальный-3а м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,20,87027938713,,,,,,https://instagram.com/beauty_studio_by_nakypova,,https://wa.me/77027938713,,,,,,,47.129919,51.950523,https://2gis.com/firm/70000001094215214,branch
SaDi,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц,"улица Гизат Алипов, 9",1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,1.7,1,87013606489,87013190706,87022532777 (универсал-мастер),,,,,,https://wa.me/77013606489,https://wa.me/77022532777,,,,,,47.097904,51.925323,https://2gis.com/firm/70000001034771434,branch
Аниса,салон красоты,Парикмахерские; Ногтевые студии; Оформление бровей и ресниц; Эпиляция,"улица Калмуханова, 61Б",8 бутик; 3 этаж,,Балыкши м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,2,87013524720,87013295416,,,,,https://instagram.com/nata_nk_87,,https://wa.me/77013524720,https://wa.me/77013295416,,,,,,47.0742,51.88487,https://2gis.com/firm/70000001071873787,branch
Кулагер престиж,оздоровительный центр,SPA-процедуры; Косметолог; Процедурный кабинет; Терапевт,"улица Ади Шарипов, 30а",1 офис; цокольный этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 15:00-19:00; Вт: 15:00-19:00; Ср: 15:00-19:00; Чт: 15:00-19:00; Пт: 15:00-19:00; Сб: 15:00-17:00,+05:00,5.0,3,87777508837,87772771597,,,,,https://instagram.com/kulagerprestizh,,https://wa.me/77772771597,https://wa.me/77777508837,,,,,,47.090103,51.911894,https://2gis.com/firm/70000001034967483,branch
Кабинет косметолога,ИП Ахметов,Косметолог,"Махамбета Утемисова улица, 114",,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,87077820885,,,,,,,,https://wa.me/77077820885,,,,,,,47.108302,51.929163,https://2gis.com/firm/70000001098952044,branch
Студия шугаринга и депиляции,,Эпиляция; Оформление бровей и ресниц,"улица Курмангазы, 14а/1",2 офис; 3 этаж,,Лесхоз м-н,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи: пн-вс),+05:00,5.0,4,87020283746,,,,,,https://instagram.com/sugaring__aidana,,https://wa.me/77020283746,,,,,,,47.097491,51.874323,https://2gis.com/firm/70000001058988129,branch
Mira_nails,,Ногтевые студии,"проспект Султана Бейбарыса, 45Б",16 бутик; 1 этаж,,,,Атырау,Атырау городская администрация,Атырауская область,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,6,87780270090,,,,,,https://instagram.com/meiramgulturarova,,https://wa.me/77780270090,,,,,,,47.124885,51.954068,https://2gis.com/firm/70000001095728286,branch
